"Query","Marker.name","Sbicolor_3"
"Chr04-066204527-bot","MsaSorghum012693","Chr02-57647058-bot"
"Chr03-063408986-top","MsaSorghum012694","Chr02-57664098-top"
"Chr04-066270333-top","MsaSorghum012694","Chr02-57664098-top"
"Chr03-063415422-top","MsaSorghum012695","Chr02-57664937-top"
"Chr04-066271138-top","MsaSorghum012695","Chr02-57664937-top"
"Chr03-063416058-top","MsaSorghum012696","Chr02-57665573-top"
"Chr04-066271774-top","MsaSorghum012696","Chr02-57665573-top"
"Chr03-063416962-top","MsaSorghum012698","Chr02-57679362-top"
"Chr04-066272670-top","MsaSorghum012698","Chr02-57679362-top"
"Chr03-063416965-bot","MsaSorghum012699","Chr02-57679365-bot"
"Chr04-066272673-bot","MsaSorghum012699","Chr02-57679365-bot"
"Chr03-063830704-bot","MsaSorghum012718","Chr02-57868978-bot"
"Chr04-068295599-bot","MsaSorghum012718","Chr02-57868978-bot"
"Chr03-063840617-bot","MsaSorghum012720","Chr02-57873601-bot"
"Chr04-068300376-bot","MsaSorghum012720","Chr02-57873601-bot"
"Chr03-063849455-top","MsaSorghum012721","Chr02-57889983-top"
"Chr04-068355281-top","MsaSorghum012721","Chr02-57889983-top"
"Chr03-063849458-bot","MsaSorghum012722","Chr02-57889986-bot"
"Chr04-068355284-bot","MsaSorghum012722","Chr02-57889986-bot"
"Chr03-063860348-top","MsaSorghum012724","Chr02-57895124-top"
"Chr04-068360999-top","MsaSorghum012724","Chr02-57895124-top"
"Chr03-063860553-top","MsaSorghum012725","Chr02-57895327-top"
"Chr04-068361205-top","MsaSorghum012725","Chr02-57895327-top"
"Chr03-064730034-top","MsaSorghum012734","Chr02-57967137-bot"
"Chr04-068550410-bot","MsaSorghum012734","Chr02-57967137-bot"
"Chr03-064669176-top","MsaSorghum012740","Chr02-57987794-bot"
"Chr04-068586326-bot","MsaSorghum012740","Chr02-57987794-bot"
"Chr03-064770875-top","MsaSorghum012741","Chr02-58003632-top"
"Chr04-066473078-top","MsaSorghum012741","Chr02-58003632-top"
"Chr03-064770878-bot","MsaSorghum012742","Chr02-58003635-bot"
"Chr04-066473081-bot","MsaSorghum012742","Chr02-58003635-bot"
"Chr03-064771303-bot","MsaSorghum012743","Chr02-58004060-bot"
"Chr04-066473506-bot","MsaSorghum012743","Chr02-58004060-bot"
"Chr03-064779755-bot","MsaSorghum012745","Chr02-58010939-bot"
"Chr04-066480083-bot","MsaSorghum012745","Chr02-58010939-bot"
"Chr03-064910324-bot","MsaSorghum012747","Chr02-58016189-bot"
"Chr04-066501961-bot","MsaSorghum012747","Chr02-58016189-bot"
"Chr03-064910361-bot","MsaSorghum012748","Chr02-58016226-bot"
"Chr04-066501998-bot","MsaSorghum012748","Chr02-58016226-bot"
"Chr03-064918144-top","MsaSorghum012751","Chr02-58025757-top"
"Chr04-066510293-top","MsaSorghum012751","Chr02-58025757-top"
"Chr03-064954903-bot","MsaSorghum012760","Chr02-58126487-bot"
"Chr04-066822223-bot","MsaSorghum012760","Chr02-58126487-bot"
"Chr03-065740736-bot","MsaSorghum012763","Chr02-58238545-top"
"Chr04-067081040-top","MsaSorghum012763","Chr02-58238545-top"
"Chr03-065582534-bot","MsaSorghum012764","Chr02-58286617-top"
"Chr04-067117261-top","MsaSorghum012764","Chr02-58286617-top"
"Chr03-065582531-top","MsaSorghum012765","Chr02-58286620-bot"
"Chr04-067117264-bot","MsaSorghum012765","Chr02-58286620-bot"
"Chr03-065581977-bot","MsaSorghum012766","Chr02-58287174-top"
"Chr04-067117818-top","MsaSorghum012766","Chr02-58287174-top"
"Chr03-065581974-top","MsaSorghum012767","Chr02-58287177-bot"
"Chr04-067117821-bot","MsaSorghum012767","Chr02-58287177-bot"
"Chr03-065581529-top","MsaSorghum012768","Chr02-58287622-bot"
"Chr04-067118266-bot","MsaSorghum012768","Chr02-58287622-bot"
"Chr03-065581474-top","MsaSorghum012769","Chr02-58287677-bot"
"Chr04-067118321-bot","MsaSorghum012769","Chr02-58287677-bot"
"Chr03-065580619-bot","MsaSorghum012770","Chr02-58288548-top"
"Chr04-067119180-top","MsaSorghum012770","Chr02-58288548-top"
"Chr03-065580138-bot","MsaSorghum012772","Chr02-58289045-top"
"Chr04-067119664-top","MsaSorghum012772","Chr02-58289045-top"
"Chr03-065580135-top","MsaSorghum012773","Chr02-58289048-bot"
"Chr04-067119667-bot","MsaSorghum012773","Chr02-58289048-bot"
"Chr03-065500972-top","MsaSorghum012775","Chr02-58298909-bot"
"Chr04-067167491-bot","MsaSorghum012775","Chr02-58298909-bot"
"Chr03-069161890-top","MsaSorghum012792","Chr02-58508328-bot"
"Chr04-067645531-bot","MsaSorghum012792","Chr02-58508328-bot"
"Chr03-068911833-bot","MsaSorghum012800","Chr02-58595257-top"
"Chr04-067966796-top","MsaSorghum012800","Chr02-58595257-top"
"Chr03-068909450-top","MsaSorghum012803","Chr02-58597920-bot"
"Chr04-067970178-bot","MsaSorghum012803","Chr02-58597920-bot"
"Chr03-068908119-bot","MsaSorghum012804","Chr02-58599223-top"
"Chr04-067971477-top","MsaSorghum012804","Chr02-58599223-top"
"Chr03-068908116-top","MsaSorghum012805","Chr02-58599226-bot"
"Chr04-067971480-bot","MsaSorghum012805","Chr02-58599226-bot"
"Chr03-068757799-top","MsaSorghum012807","Chr02-58635661-bot"
"Chr04-068111604-bot","MsaSorghum012807","Chr02-58635661-bot"
"Chr03-068756297-top","MsaSorghum012809","Chr02-58637239-bot"
"Chr04-068113130-bot","MsaSorghum012809","Chr02-58637239-bot"
"Chr03-068756175-top","MsaSorghum012810","Chr02-58637361-bot"
"Chr04-068113252-bot","MsaSorghum012810","Chr02-58637361-bot"
"Chr03-068754291-bot","MsaSorghum012811","Chr02-58639028-top"
"Chr04-068118263-top","MsaSorghum012811","Chr02-58639028-top"
"Chr03-068701725-bot","MsaSorghum012812","Chr02-58653530-top"
"Chr04-068161924-top","MsaSorghum012812","Chr02-58653530-top"
"Chr03-068593374-bot","MsaSorghum012816","Chr02-58674730-top"
"Chr04-068204753-top","MsaSorghum012816","Chr02-58674730-top"
"Chr03-068585996-bot","MsaSorghum012818","Chr02-58677290-top"
"Chr04-068207350-top","MsaSorghum012818","Chr02-58677290-top"
"Chr03-068585993-top","MsaSorghum012819","Chr02-58677293-bot"
"Chr04-068207353-bot","MsaSorghum012819","Chr02-58677293-bot"
"Chr03-068325443-top","MsaSorghum012831","Chr02-58742877-top"
"Chr04-070040309-top","MsaSorghum012831","Chr02-58742877-top"
"Chr03-068325446-bot","MsaSorghum012832","Chr02-58742880-bot"
"Chr04-070040312-bot","MsaSorghum012832","Chr02-58742880-bot"
"Chr03-068333861-bot","MsaSorghum012835","Chr02-58749743-bot"
"Chr04-070047636-bot","MsaSorghum012835","Chr02-58749743-bot"
"Chr03-068347209-top","MsaSorghum012840","Chr02-58765934-top"
"Chr04-070109533-top","MsaSorghum012840","Chr02-58765934-top"
"Chr03-068347517-bot","MsaSorghum012842","Chr02-58766242-bot"
"Chr04-070109841-bot","MsaSorghum012842","Chr02-58766242-bot"
"Chr03-068384011-bot","MsaSorghum012844","Chr02-58773997-bot"
"Chr04-070135618-bot","MsaSorghum012844","Chr02-58773997-bot"
"Chr03-066159841-top","MsaSorghum012852","Chr02-58860498-top"
"Chr04-072018964-top","MsaSorghum012852","Chr02-58860498-top"
"Chr03-066159930-bot","MsaSorghum012853","Chr02-58860590-bot"
"Chr04-072019053-bot","MsaSorghum012853","Chr02-58860590-bot"
"Chr03-066213379-top","MsaSorghum012854","Chr02-58863868-top"
"Chr04-072021677-top","MsaSorghum012854","Chr02-58863868-top"
"Chr03-066213600-bot","MsaSorghum012855","Chr02-58864100-bot"
"Chr04-072021905-bot","MsaSorghum012855","Chr02-58864100-bot"
"Chr03-066213707-top","MsaSorghum012856","Chr02-58864209-top"
"Chr04-072022027-top","MsaSorghum012856","Chr02-58864209-top"
"Chr03-066215278-bot","MsaSorghum012858","Chr02-58865626-bot"
"Chr04-072023440-bot","MsaSorghum012858","Chr02-58865626-bot"
"Chr03-066216613-bot","MsaSorghum012859","Chr02-58866961-bot"
"Chr04-072024698-bot","MsaSorghum012859","Chr02-58866961-bot"
"Chr03-066277667-top","MsaSorghum012861","Chr02-58869596-top"
"Chr04-072107531-top","MsaSorghum012861","Chr02-58869596-top"
"Chr03-066277670-bot","MsaSorghum012862","Chr02-58869599-bot"
"Chr04-072107534-bot","MsaSorghum012862","Chr02-58869599-bot"
"Chr03-066281683-top","MsaSorghum012863","Chr02-58873360-top"
"Chr04-072111259-top","MsaSorghum012863","Chr02-58873360-top"
"Chr03-066281686-bot","MsaSorghum012864","Chr02-58873363-bot"
"Chr04-072111262-bot","MsaSorghum012864","Chr02-58873363-bot"
"Chr03-066402446-top","MsaSorghum012866","Chr02-58887754-top"
"Chr04-072158679-top","MsaSorghum012866","Chr02-58887754-top"
"Chr03-066403094-top","MsaSorghum012867","Chr02-58888405-top"
"Chr04-072159335-top","MsaSorghum012867","Chr02-58888405-top"
"Chr03-066600774-top","MsaSorghum012877","Chr02-58995331-top"
"Chr04-071692054-bot","MsaSorghum012877","Chr02-58995331-top"
"Chr03-066600777-bot","MsaSorghum012878","Chr02-58995334-bot"
"Chr04-071692051-top","MsaSorghum012878","Chr02-58995334-bot"
"Chr03-066602091-bot","MsaSorghum012880","Chr02-58996737-bot"
"Chr04-071690739-top","MsaSorghum012880","Chr02-58996737-bot"
"Chr03-066603445-bot","MsaSorghum012881","Chr02-58998137-bot"
"Chr04-071689027-top","MsaSorghum012881","Chr02-58998137-bot"
"Chr03-066608177-bot","MsaSorghum012882","Chr02-59002688-bot"
"Chr04-071683758-top","MsaSorghum012882","Chr02-59002688-bot"
"Chr03-066734469-top","MsaSorghum012883","Chr02-59032233-top"
"Chr04-071591103-bot","MsaSorghum012883","Chr02-59032233-top"
"Chr03-066734472-bot","MsaSorghum012884","Chr02-59032236-bot"
"Chr04-071591100-top","MsaSorghum012884","Chr02-59032236-bot"
"Chr03-066786631-top","MsaSorghum012885","Chr02-59034496-top"
"Chr04-071496420-bot","MsaSorghum012885","Chr02-59034496-top"
"Chr03-066793945-bot","MsaSorghum012888","Chr02-59042496-bot"
"Chr04-071490602-top","MsaSorghum012888","Chr02-59042496-bot"
"Chr03-066795080-top","MsaSorghum012889","Chr02-59043507-top"
"Chr04-071489185-bot","MsaSorghum012889","Chr02-59043507-top"
"Chr03-066973847-bot","MsaSorghum012893","Chr02-59077178-bot"
"Chr04-071425016-top","MsaSorghum012893","Chr02-59077178-bot"
"Chr03-067121646-top","MsaSorghum012896","Chr02-59098993-top"
"Chr04-071354702-bot","MsaSorghum012896","Chr02-59098993-top"
"Chr03-067237359-top","MsaSorghum012898","Chr02-59114911-top"
"Chr04-071251793-bot","MsaSorghum012898","Chr02-59114911-top"
"Chr03-067245029-top","MsaSorghum012900","Chr02-59122703-top"
"Chr04-071189149-bot","MsaSorghum012900","Chr02-59122703-top"
"Chr03-067381508-top","MsaSorghum012908","Chr02-59172843-top"
"Chr04-070927861-bot","MsaSorghum012908","Chr02-59172843-top"
"Chr03-067395202-top","MsaSorghum012911","Chr02-59189133-top"
"Chr04-070856794-bot","MsaSorghum012911","Chr02-59189133-top"
"Chr03-067395205-bot","MsaSorghum012912","Chr02-59189136-bot"
"Chr04-070856791-top","MsaSorghum012912","Chr02-59189136-bot"
"Chr03-067398456-top","MsaSorghum012913","Chr02-59191134-top"
"Chr04-070848429-bot","MsaSorghum012913","Chr02-59191134-top"
"Chr03-067452839-top","MsaSorghum012914","Chr02-59197653-top"
"Chr04-070842624-bot","MsaSorghum012914","Chr02-59197653-top"
"Chr03-067452842-bot","MsaSorghum012915","Chr02-59197656-bot"
"Chr04-070842621-top","MsaSorghum012915","Chr02-59197656-bot"
"Chr03-067491173-top","MsaSorghum012916","Chr02-59205283-top"
"Chr04-070835271-bot","MsaSorghum012916","Chr02-59205283-top"
"Chr03-067491537-bot","MsaSorghum012917","Chr02-59205652-bot"
"Chr04-070834903-top","MsaSorghum012917","Chr02-59205652-bot"
"Chr03-067655312-top","MsaSorghum012922","Chr02-59246431-top"
"Chr04-070658814-bot","MsaSorghum012922","Chr02-59246431-top"
"Chr03-067655803-bot","MsaSorghum012924","Chr02-59246960-bot"
"Chr04-070658300-top","MsaSorghum012924","Chr02-59246960-bot"
"Chr03-067656454-top","MsaSorghum012925","Chr02-59247589-top"
"Chr04-070657646-bot","MsaSorghum012925","Chr02-59247589-top"
"Chr03-068055885-bot","MsaSorghum012933","Chr02-59433976-bot"
"Chr04-070006973-top","MsaSorghum012933","Chr02-59433976-bot"
"Chr03-068056910-bot","MsaSorghum012934","Chr02-59434881-bot"
"Chr04-070006086-top","MsaSorghum012934","Chr02-59434881-bot"
"Chr03-068085027-top","MsaSorghum012938","Chr02-59441943-top"
"Chr04-069971360-bot","MsaSorghum012938","Chr02-59441943-top"
"Chr03-068085030-bot","MsaSorghum012939","Chr02-59441946-bot"
"Chr04-069971357-top","MsaSorghum012939","Chr02-59441946-bot"
"Chr03-068085377-bot","MsaSorghum012941","Chr02-59442293-bot"
"Chr04-069971010-top","MsaSorghum012941","Chr02-59442293-bot"
"Chr03-068279268-bot","MsaSorghum012948","Chr02-59535192-top"
"Chr04-069536507-bot","MsaSorghum012948","Chr02-59535192-top"
"Chr03-068279265-top","MsaSorghum012949","Chr02-59535195-bot"
"Chr04-069536504-top","MsaSorghum012949","Chr02-59535195-bot"
"Chr03-068276431-bot","MsaSorghum012950","Chr02-59538005-top"
"Chr04-069533379-bot","MsaSorghum012950","Chr02-59538005-top"
"Chr03-070516888-top","MsaSorghum012952","Chr02-59561694-top"
"Chr04-069476830-bot","MsaSorghum012952","Chr02-59561694-top"
"Chr03-070554568-bot","MsaSorghum012954","Chr02-59581228-bot"
"Chr04-069452690-top","MsaSorghum012954","Chr02-59581228-bot"
"Chr03-070610268-top","MsaSorghum012955","Chr02-59600195-top"
"Chr04-069427502-bot","MsaSorghum012955","Chr02-59600195-top"
"Chr03-070632189-top","MsaSorghum012964","Chr02-59610790-top"
"Chr04-069390672-bot","MsaSorghum012964","Chr02-59610790-top"
"Chr03-070632192-bot","MsaSorghum012965","Chr02-59610793-bot"
"Chr04-069390669-top","MsaSorghum012965","Chr02-59610793-bot"
"Chr03-070060753-bot","MsaSorghum012976","Chr02-59710708-top"
"Chr04-069156610-bot","MsaSorghum012976","Chr02-59710708-top"
"Chr03-070024674-top","MsaSorghum012977","Chr02-59735736-bot"
"Chr04-068988987-top","MsaSorghum012977","Chr02-59735736-bot"
"Chr03-070023093-top","MsaSorghum012979","Chr02-59737730-bot"
"Chr04-068987291-top","MsaSorghum012979","Chr02-59737730-bot"
"Chr03-070012346-bot","MsaSorghum012991","Chr02-59746533-top"
"Chr04-068958607-bot","MsaSorghum012991","Chr02-59746533-top"
"Chr03-069965748-bot","MsaSorghum013000","Chr02-59787140-top"
"Chr04-068874704-bot","MsaSorghum013000","Chr02-59787140-top"
"Chr03-069953210-top","MsaSorghum013002","Chr02-59799948-bot"
"Chr04-068861546-top","MsaSorghum013002","Chr02-59799948-bot"
"Chr03-069917654-bot","MsaSorghum013004","Chr02-59814135-top"
"Chr04-068846074-bot","MsaSorghum013004","Chr02-59814135-top"
"Chr03-069881294-bot","MsaSorghum013005","Chr02-59823234-top"
"Chr04-068819824-bot","MsaSorghum013005","Chr02-59823234-top"
"Chr03-069839408-top","MsaSorghum013011","Chr02-59857232-bot"
"Chr04-068631852-bot","MsaSorghum013011","Chr02-59857232-bot"
"Chr03-069831190-bot","MsaSorghum013014","Chr02-59865284-top"
"Chr04-068659053-top","MsaSorghum013014","Chr02-59865284-top"
"Chr03-069831062-top","MsaSorghum013016","Chr02-59865412-bot"
"Chr04-068659181-bot","MsaSorghum013016","Chr02-59865412-bot"
"Chr03-069487585-top","MsaSorghum013020","Chr02-59906687-top"
"Chr04-068695890-bot","MsaSorghum013020","Chr02-59906687-top"
"Chr03-069487666-bot","MsaSorghum013022","Chr02-59906768-bot"
"Chr04-068695809-top","MsaSorghum013022","Chr02-59906768-bot"
"Chr03-069488475-top","MsaSorghum013023","Chr02-59907626-top"
"Chr04-068695645-bot","MsaSorghum013023","Chr02-59907626-top"
"Chr03-069492794-top","MsaSorghum013024","Chr02-59913576-top"
"Chr04-068705803-top","MsaSorghum013024","Chr02-59913576-top"
"Chr03-069501118-bot","MsaSorghum013026","Chr02-59915055-bot"
"Chr04-068708854-bot","MsaSorghum013026","Chr02-59915055-bot"
"Chr03-069501325-top","MsaSorghum013027","Chr02-59915264-top"
"Chr04-068709074-top","MsaSorghum013027","Chr02-59915264-top"
"Chr03-069527176-top","MsaSorghum013028","Chr02-59921636-top"
"Chr04-068724027-top","MsaSorghum013028","Chr02-59921636-top"
"Chr03-069527179-bot","MsaSorghum013029","Chr02-59921639-bot"
"Chr04-068724030-bot","MsaSorghum013029","Chr02-59921639-bot"
"Chr03-069527421-top","MsaSorghum013030","Chr02-59921872-top"
"Chr04-068724282-top","MsaSorghum013030","Chr02-59921872-top"
"Chr03-069527493-top","MsaSorghum013031","Chr02-59921944-top"
"Chr04-068724354-top","MsaSorghum013031","Chr02-59921944-top"
"Chr03-069527496-bot","MsaSorghum013032","Chr02-59921947-bot"
"Chr04-068724357-bot","MsaSorghum013032","Chr02-59921947-bot"
"Chr03-069530046-bot","MsaSorghum013033","Chr02-59924218-bot"
"Chr04-068726413-bot","MsaSorghum013033","Chr02-59924218-bot"
"Chr03-069550469-top","MsaSorghum013035","Chr02-59952858-top"
"Chr04-068741882-top","MsaSorghum013035","Chr02-59952858-top"
"Chr03-069551113-top","MsaSorghum013036","Chr02-59953720-top"
"Chr04-068742522-top","MsaSorghum013036","Chr02-59953720-top"
"Chr03-069567657-top","MsaSorghum013038","Chr02-59972557-top"
"Chr04-068750389-top","MsaSorghum013038","Chr02-59972557-top"
"Chr03-069628181-top","MsaSorghum013043","Chr02-60008234-top"
"Chr04-072240162-top","MsaSorghum013043","Chr02-60008234-top"
"Chr03-069628184-bot","MsaSorghum013044","Chr02-60008237-bot"
"Chr04-072240165-bot","MsaSorghum013044","Chr02-60008237-bot"
"Chr03-069650547-bot","MsaSorghum013052","Chr02-60096240-bot"
"Chr04-072533736-top","MsaSorghum013052","Chr02-60096240-bot"
"Chr03-069650564-bot","MsaSorghum013053","Chr02-60096257-bot"
"Chr04-072533719-top","MsaSorghum013053","Chr02-60096257-bot"
"Chr03-069651675-bot","MsaSorghum013055","Chr02-60098836-bot"
"Chr04-072532457-top","MsaSorghum013055","Chr02-60098836-bot"
"Chr03-069651814-top","MsaSorghum013056","Chr02-60098986-top"
"Chr04-072532318-bot","MsaSorghum013056","Chr02-60098986-top"
"Chr03-069652918-top","MsaSorghum013057","Chr02-60100096-top"
"Chr04-072531214-bot","MsaSorghum013057","Chr02-60100096-top"
"Chr03-069656741-top","MsaSorghum013058","Chr02-60105498-top"
"Chr04-072526922-bot","MsaSorghum013058","Chr02-60105498-top"
"Chr03-069657696-top","MsaSorghum013059","Chr02-60106447-top"
"Chr04-072525957-bot","MsaSorghum013059","Chr02-60106447-top"
"Chr03-069657705-bot","MsaSorghum013061","Chr02-60106456-bot"
"Chr04-072525948-top","MsaSorghum013061","Chr02-60106456-bot"
"Chr03-069741759-top","MsaSorghum013062","Chr02-60112808-top"
"Chr04-072515153-bot","MsaSorghum013062","Chr02-60112808-top"
"Chr03-069741871-top","MsaSorghum013064","Chr02-60112920-top"
"Chr04-072515041-bot","MsaSorghum013064","Chr02-60112920-top"
"Chr03-069745055-top","MsaSorghum013065","Chr02-60116012-top"
"Chr04-072511876-bot","MsaSorghum013065","Chr02-60116012-top"
"Chr03-070824753-top","MsaSorghum013077","Chr02-60291409-bot"
"Chr04-072852211-bot","MsaSorghum013077","Chr02-60291409-bot"
"Chr03-070731292-bot","MsaSorghum013080","Chr02-60329464-top"
"Chr04-072944518-top","MsaSorghum013080","Chr02-60329464-top"
"Chr03-070710098-bot","MsaSorghum013081","Chr02-60348591-top"
"Chr04-073081060-top","MsaSorghum013081","Chr02-60348591-top"
"Chr03-070662667-bot","MsaSorghum013084","Chr02-60383042-top"
"Chr04-073120005-top","MsaSorghum013084","Chr02-60383042-top"
"Chr03-070662664-top","MsaSorghum013085","Chr02-60383045-bot"
"Chr04-073120008-bot","MsaSorghum013085","Chr02-60383045-bot"
"Chr03-070662521-bot","MsaSorghum013086","Chr02-60383197-top"
"Chr04-073120148-top","MsaSorghum013086","Chr02-60383197-top"
"Chr03-071262491-top","MsaSorghum013093","Chr02-60423979-bot"
"Chr04-073279666-bot","MsaSorghum013093","Chr02-60423979-bot"
"Chr03-071172241-bot","MsaSorghum013094","Chr02-60438861-top"
"Chr04-073372492-top","MsaSorghum013094","Chr02-60438861-top"
"Chr03-071172238-top","MsaSorghum013095","Chr02-60438864-bot"
"Chr04-073372495-bot","MsaSorghum013095","Chr02-60438864-bot"
"Chr03-071091622-top","MsaSorghum013097","Chr02-60448950-bot"
"Chr04-073437678-bot","MsaSorghum013097","Chr02-60448950-bot"
"Chr03-071088533-top","MsaSorghum013098","Chr02-60451977-bot"
"Chr04-073440778-bot","MsaSorghum013098","Chr02-60451977-bot"
"Chr03-071079656-bot","MsaSorghum013099","Chr02-60462518-top"
"Chr04-073460120-top","MsaSorghum013099","Chr02-60462518-top"
"Chr03-071079203-bot","MsaSorghum013101","Chr02-60462989-top"
"Chr04-073460576-top","MsaSorghum013101","Chr02-60462989-top"
"Chr03-071079200-top","MsaSorghum013102","Chr02-60462992-bot"
"Chr04-073460579-bot","MsaSorghum013102","Chr02-60462992-bot"
"Chr03-071009907-bot","MsaSorghum013112","Chr02-60533696-top"
"Chr04-073576008-top","MsaSorghum013112","Chr02-60533696-top"
"Chr03-071009904-top","MsaSorghum013113","Chr02-60533699-bot"
"Chr04-073576011-bot","MsaSorghum013113","Chr02-60533699-bot"
"Chr03-071009694-top","MsaSorghum013114","Chr02-60533930-bot"
"Chr04-073576218-bot","MsaSorghum013114","Chr02-60533930-bot"
"Chr03-071009116-bot","MsaSorghum013115","Chr02-60535218-top"
"Chr04-073576942-top","MsaSorghum013115","Chr02-60535218-top"
"Chr03-071009029-bot","MsaSorghum013117","Chr02-60535305-top"
"Chr04-073577029-top","MsaSorghum013117","Chr02-60535305-top"
"Chr03-071009026-top","MsaSorghum013118","Chr02-60535308-bot"
"Chr04-073577032-bot","MsaSorghum013118","Chr02-60535308-bot"
"Chr03-071001887-bot","MsaSorghum013120","Chr02-60539971-top"
"Chr04-073597809-top","MsaSorghum013120","Chr02-60539971-top"
"Chr03-071000484-top","MsaSorghum013122","Chr02-60541343-bot"
"Chr04-073599210-bot","MsaSorghum013122","Chr02-60541343-bot"
"Chr03-070998380-bot","MsaSorghum013124","Chr02-60543439-top"
"Chr04-073601301-top","MsaSorghum013124","Chr02-60543439-top"
"Chr03-070998377-top","MsaSorghum013125","Chr02-60543442-bot"
"Chr04-073601304-bot","MsaSorghum013125","Chr02-60543442-bot"
"Chr03-071926928-bot","MsaSorghum013134","Chr02-60589218-top"
"Chr04-073655422-top","MsaSorghum013134","Chr02-60589218-top"
"Chr03-071799610-bot","MsaSorghum013135","Chr02-60605471-top"
"Chr04-073722377-top","MsaSorghum013135","Chr02-60605471-top"
"Chr03-071420210-bot","MsaSorghum013138","Chr02-60640671-bot"
"Chr04-073864161-bot","MsaSorghum013138","Chr02-60640671-bot"
"Chr03-071430768-top","MsaSorghum013140","Chr02-60649600-top"
"Chr04-073871991-top","MsaSorghum013140","Chr02-60649600-top"
"Chr03-071430771-bot","MsaSorghum013141","Chr02-60649603-bot"
"Chr04-073871994-bot","MsaSorghum013141","Chr02-60649603-bot"
"Chr03-071431574-top","MsaSorghum013142","Chr02-60650324-top"
"Chr04-073872768-top","MsaSorghum013142","Chr02-60650324-top"
"Chr03-071585360-top","MsaSorghum013143","Chr02-60668721-top"
"Chr04-073958626-top","MsaSorghum013143","Chr02-60668721-top"
"Chr03-071585444-bot","MsaSorghum013144","Chr02-60668805-bot"
"Chr04-073958710-bot","MsaSorghum013144","Chr02-60668805-bot"
"Chr03-071620142-top","MsaSorghum013148","Chr02-60696104-top"
"Chr04-074086711-top","MsaSorghum013148","Chr02-60696104-top"
"Chr03-072017753-top","MsaSorghum013150","Chr02-60716153-top"
"Chr04-074205358-top","MsaSorghum013150","Chr02-60716153-top"
"Chr03-072017972-top","MsaSorghum013151","Chr02-60716375-top"
"Chr04-074205580-top","MsaSorghum013151","Chr02-60716375-top"
"Chr03-072018353-top","MsaSorghum013152","Chr02-60716762-top"
"Chr04-074205973-top","MsaSorghum013152","Chr02-60716762-top"
"Chr03-072018356-bot","MsaSorghum013153","Chr02-60716765-bot"
"Chr04-074205976-bot","MsaSorghum013153","Chr02-60716765-bot"
"Chr03-072025301-bot","MsaSorghum013155","Chr02-60723902-bot"
"Chr04-074213149-bot","MsaSorghum013155","Chr02-60723902-bot"
"Chr03-072053069-top","MsaSorghum013156","Chr02-60726949-top"
"Chr04-074308163-top","MsaSorghum013156","Chr02-60726949-top"
"Chr03-072076511-bot","MsaSorghum013158","Chr02-60775933-bot"
"Chr04-074327275-bot","MsaSorghum013158","Chr02-60775933-bot"
"Chr03-072373773-bot","MsaSorghum013171","Chr02-60849676-top"
"Chr04-074377232-top","MsaSorghum013171","Chr02-60849676-top"
"Chr03-072373770-top","MsaSorghum013172","Chr02-60849679-bot"
"Chr04-074377235-bot","MsaSorghum013172","Chr02-60849679-bot"
"Chr03-072428051-bot","MsaSorghum013187","Chr02-60875225-bot"
"Chr04-074822358-top","MsaSorghum013187","Chr02-60875225-bot"
"Chr03-072428147-bot","MsaSorghum013189","Chr02-60875321-bot"
"Chr04-074822184-top","MsaSorghum013189","Chr02-60875321-bot"
"Chr03-072428219-top","MsaSorghum013190","Chr02-60875393-top"
"Chr04-074822112-bot","MsaSorghum013190","Chr02-60875393-top"
"Chr03-072428663-top","MsaSorghum013193","Chr02-60875840-top"
"Chr04-074821677-bot","MsaSorghum013193","Chr02-60875840-top"
"Chr03-072488658-bot","MsaSorghum013200","Chr02-60905044-bot"
"Chr04-074728360-bot","MsaSorghum013200","Chr02-60905044-bot"
"Chr03-072545246-bot","MsaSorghum013204","Chr02-60922870-bot"
"Chr04-074634846-top","MsaSorghum013204","Chr02-60922870-bot"
"Chr03-072559124-top","MsaSorghum013207","Chr02-60933015-top"
"Chr04-074627487-bot","MsaSorghum013207","Chr02-60933015-top"
"Chr03-072606930-top","MsaSorghum013208","Chr02-60958366-top"
"Chr04-074614809-bot","MsaSorghum013208","Chr02-60958366-top"
"Chr03-072672581-top","MsaSorghum013211","Chr02-60985351-top"
"Chr04-068678990-bot","MsaSorghum013211","Chr02-60985351-top"
"Chr03-072828522-bot","MsaSorghum013220","Chr02-61037364-bot"
"Chr04-074841487-bot","MsaSorghum013220","Chr02-61037364-bot"
"Chr03-072868062-top","MsaSorghum013223","Chr02-61053196-top"
"Chr04-074859638-top","MsaSorghum013223","Chr02-61053196-top"
"Chr03-072884909-top","MsaSorghum013227","Chr02-61059581-top"
"Chr04-074883895-top","MsaSorghum013227","Chr02-61059581-top"
"Chr03-073163572-top","MsaSorghum013232","Chr02-61076975-bot"
"Chr04-075020899-bot","MsaSorghum013232","Chr02-61076975-bot"
"Chr03-073163323-top","MsaSorghum013234","Chr02-61077224-bot"
"Chr04-075021148-bot","MsaSorghum013234","Chr02-61077224-bot"
"Chr03-073007954-bot","MsaSorghum013239","Chr02-61112070-top"
"Chr04-075157608-top","MsaSorghum013239","Chr02-61112070-top"
"Chr03-073007951-top","MsaSorghum013240","Chr02-61112073-bot"
"Chr04-075157611-bot","MsaSorghum013240","Chr02-61112073-bot"
